body,label
"Hej Dennis

Jag uppskattar ditt intresse för oss på Andara Konsultuthyrning &amp; Rekrytering och tiden som du har lagt ner på att söka jobb hos oss. 

Jag har gått igenom din ansökan till tjänsten Controller till Stockholm och måste tyvärr meddela att du inte går vidare i denna rekryteringsprocess.

Jag håller utkik efter nya tjänster som kan passa din profil och hör av mig till dig direkt när något nytt dyker upp. 

Titta gärna in på vår hemsida www.andaragroup.se regelbundet för fler lediga tjänster och följ oss gärna på LinkedIn, https://bit.ly/3J1iewI. Där kan du ta del av inspiration, nya uppdrag, tips och annat som händer hos oss.

Jag önskar dig lycka till med framtida jobb!

-- 
Ellinore Pereira
Andara Economy",
"Hej Dennis, 

Tack för visat intresse för SERVICE MANAGER OPERATIONS CENTER &amp; SERVICEDESK TILL BANKGIROT. Ett första urval har nu gjorts och tyvärr har vi valt att inte gå vidare med din ansökan till denna tjänst. Det har varit ett stort intresse och det fanns kandidater som bättre matchade arbetsgivarens önskemål. Du är varmt välkommen att söka andra tjänster vi har. Håll gärna koll på vår webbplats där vi löpande publicerar nya, spännande jobbmöjligheter från några av Sveriges mest intressanta arbetsgivare.

Du vet väl att du också kan följa oss på LinkedIn och Facebook för att hålla dig uppdaterad om vad som händer hos oss och vilka tjänster vi jobbar med?

Vi tackar för den tid du lagt ner på din ansökan!

Vänliga Hälsningar, 

-- 
Artan Bitiqi
Nexer Recruit
+46723612844",
"Hej Dennis, 

Tack för visat intresse för TECH LEAD INFRASTRUKTUR. Ett första urval har nu gjorts och tyvärr har vi valt att inte gå vidare med din ansökan till denna tjänst. Det har varit ett stort intresse och det fanns kandidater som bättre matchade arbetsgivarens önskemål. Du är varmt välkommen att söka andra tjänster vi har. Håll gärna koll på vår webbplats där vi löpande publicerar nya, spännande jobbmöjligheter från några av Sveriges mest intressanta arbetsgivare.

Du vet väl att du också kan följa oss på LinkedIn och Facebook för att hålla dig uppdaterad om vad som händer hos oss och vilka tjänster vi jobbar med?

Vi tackar för den tid du lagt ner på din ansökan!

Vänliga Hälsningar, 

-- 
Artan Bitiqi
Nexer Recruit
+46723612844",
"Hi Dennis,

Thank you again for your interest in the position as Solutions Architect to Skanska Group HQ. We find your profile interesting but have for this specific position decided to proceed with other candidates who we believe more closely match the requirements. If anything of this changes, we will of course get back to you again.   

We really appreciate the time you invested in applying for the job and encourage you to stay updated on other jobs at our site. Please don't hesitate to contact us again if you find a position that is of interest for you.  

If you have any questions, kindly let us know. 

Best regards,

Britta Liljegren
Recruitment Consultant &amp; Business Development Partner
IDG Recruitment",
"Hej, Dennis

Vi uppskattar verkligen ditt intresse för oss på Dentalumgruppen och tiden du har lagt ned på din ansökan för Tandhygienist till Novo Dental i Sundbyberg 🦷. 

Vi måste tyvärr meddela att vi valt att gå vidare med andra kandidater denna gång.

Connecta gärna med oss här på teamtailor eller gå in på vår karriärsida (https://karriar.dentalum.com/) för fler intressanta lediga tjänster.

Vi önskar dig lycka till med framtida jobb.

Vänliga hälsningar

   

-- 
Zarah Baertels
Dentalum",
"Hej,
 
Vi uppskattar verkligen ditt intresse för oss på Marina läroverket och tiden du har lagt på att söka jobb hos oss.
Vi har nu gått igenom alla ansökningar för skolsköterska och måste tyvärr meddela att du inte gått vidare i denna process.

Vi önskar dig ett stort lycka till!
Per Emteryd
Marina läroverket",
"Vi uppskattar verkligen ditt intresse för att arbeta med oss på HomeQ och tiden du har lagt på att söka jobbet.

 Vi har gått igenom din ansökan för rollen som Senior Backend Engineer at HomeQ, och vi måste tyvärr meddela att vi inte kan erbjuda dig den tjänsten just nu.

Vänliga hälsningar

-- 
Clara Eberhardt
HomeQ",
"Tack för din ansökan och tiden du har lagt ner. Vi har gått igenom din ansökan för &quot;Lagerarbete på heltid i Rosersberg - kvällsarbete&quot; och tyvärr kommer vi inte erbjuda dig en tjänst denna gång. Titta gärna på vår hemsida för fler lediga jobb.

Lycka till med din jobbsökning!

Vänligen,
--
Peopl Bemanning",
"Hej Dennis,

Vi uppskattar ditt intresse för Torvalla Bil och tiden du har lagt på att söka jobb hos oss.

Vi har gått igenom din ansökan för Servicetekniker till Torvalla Bil Sätra-KIA och valt att inte gå vidare med din ansökan i denna rekryteringsprocess. 

Titta gärna in på vår karriärsida framgent för fler lediga tjänster och connecta gärna med oss så håller vi kontakten. 

Vi önskar dig lycka till med framtida jobb!

-- 
Mardin Razzazi
Torvalla Bil",
"Hej Dennis,

Vi uppskattar ditt intresse för Torvalla Bil och tiden du har lagt på att söka jobb hos oss.

Vi har gått igenom din ansökan för Eftermarknadschef till Torvalla Bil Sätra-KIA och valt att inte gå vidare med din ansökan i denna rekryteringsprocess. 

Titta gärna in på vår karriärsida framgent för fler lediga tjänster och connecta gärna med oss så håller vi kontakten. 

Vi önskar dig lycka till med framtida jobb!

-- 
Mardin Razzazi
Torvalla Bil",
"Hej Dennis,

Stort tack för ditt visade intresse för arbetet hos oss på Attendo och den tid du investerat i din ansökan till rollen som &quot;Undersköterska - till ny avdelning!&quot; hos oss. Vi har nu behandlat din ansökan utifrån vår kravprofil.

I detta urval måste vi dessvärre meddela att vi, denna gång, valt att gå vidare med andra kandidater som matchade rollens krav, i högre utsträckning.

Vi önskar dig ett varmt lycka till i ditt jobbsökande.

-- 
Mikaela Berggren
Attendo Sverige",
"Hej Dennis,

Vi uppskattar verkligen ditt intresse för och tiden du investerat att söka tjänsten som Elektrotekniker till JFD Sweden.

Jag har gått igenom din ansökan och måste tyvärr meddela att du inte gått vidare till nästa steg för just den här tjänsten, detta då vi valt att gå vidare med kandidater med längre arbetslivserfarenhet inom just detta område. 

Vi önskar dig stort lycka till framåt och ifall du är öppen för andra möjligheter får du gärna hålla koll på vår karriärsportal via www.a-hub.se eller följa oss på LinkedIn för fler intressanta tjänster. 

Tack återigen för visat intresse.

Vänliga hälsningar,

-- 
Julia Nilsson
Recruitment &amp; Consultant Manager @ A-hub",
"Hej Dennis. Vi uppskattar ditt intresse för Nordström Assistans och att du sökt arbetet Personlig assistent sökes till en man i Täby. Vi har gått igenom de inkomna ansökningarna men kan tyvärr inte erbjuda dig en tjänst just nu. Fortsätt gärna att kolla vår karriärwebbplats för tillgängliga möjligheter. Vi önskar dig lycka till i ditt fortsatta arbetssökande!

-- 
Emelie Lundkvist Gyllenberg
Nordström Assistans",
"Hej Dennis,

Vi tycker att det är jättekul att du är intresserad av oss som arbetsplats. Vi har haft många kvalificerade sökanden till den här tjänsten och den här gången har vi bestämt oss för att gå vidare med andra sökande.

Vi värdesätter att du visat intresse för att jobba hos oss på Svenska Spel och vill tacka dig för att du tog dig tid att söka.

Håll gärna utkik på vår karriärsida efter andra intressanta tjänster!

Med vänliga hälsningar,

August Linefjell
Talent Acquisition Partner
AB Svenska Spel

august.linefjell@svenskaspel.se
Växel: 010-120 00 00
svenskaspel.se",
"( https://careers.hedinautomotive.se )

Hjälp oss att bli bättre

Vi strävar alltid efter att förbättra vår upplevelse för kandidater. Eftersom du sökte jobbet “Fordonstekniker” har vi en fråga till dig.

Hur sannolikt är det att du skulle rekommendera en vän eller kollega att söka ett jobb hos Hedin Automotive?

Välj betyg:

0 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=0 ) 1 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=1 ) 2 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=2 ) 3 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=3 ) 4 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=4 ) 5 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=5 ) 6 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=6 ) 7 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=7 ) 8 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=8 ) 9 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=9 ) 10 ( https://careers.hedinautomotive.se/nps/0cfb0854-fb90-4fa0-8a0c-351763bd2fe7?score=10 )

Hedin Automotive behandlar dina uppgifter (bland annat ditt namn och dina svar) för att bättre förstå dina behov och för att förbättra din kandidatupplevelse hos oss. Läs vår Teamtailor — Learn more ( https://www.teamtailor.com/?utm_content=email-footer&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

( https://www.teamtailor.com/?utm_content=email-logo&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

LinkedIn ( https://www.linkedin.com/company/teamtailor/ ) |
Facebook ( https://www.facebook.com/Teamtailor )

Integritetspolicy ( https://careers.hedinautomotive.se/privacy-policy )
|
Ta bort mina uppgifter ( https://careers.hedinautomotive.se/request_removal?candidate_id=24aa509f-eb46-4b2b-a1af-37bbefbb2595 )",
"( https://erstadiakoni.teamtailor.com )

Hjälp oss att bli bättre

Vi strävar alltid efter att förbättra vår upplevelse för kandidater. Eftersom du sökte jobbet “Finsktalande undersköterska till Ersta Hannahemmet i Bromma” har vi en fråga till dig.

Hur sannolikt är det att du skulle rekommendera en vän eller kollega att söka ett jobb hos Ersta diakoni?

Välj betyg:

0 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=0 ) 1 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=1 ) 2 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=2 ) 3 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=3 ) 4 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=4 ) 5 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=5 ) 6 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=6 ) 7 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=7 ) 8 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=8 ) 9 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=9 ) 10 ( https://erstadiakoni.teamtailor.com/nps/441e53f9-5f4d-448e-9505-e8332c44edac?score=10 )

Ersta diakoni behandlar dina uppgifter (bland annat ditt namn och dina svar) för att bättre förstå dina behov och för att förbättra din kandidatupplevelse hos oss. Läs vår Teamtailor — Learn more ( https://www.teamtailor.com/?utm_content=email-footer&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

( https://www.teamtailor.com/?utm_content=email-logo&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

LinkedIn ( https://www.linkedin.com/company/teamtailor/ ) |
Facebook ( https://www.facebook.com/Teamtailor )

Integritetspolicy ( https://erstadiakoni.teamtailor.com/privacy-policy )
|
Ta bort mina uppgifter ( https://erstadiakoni.teamtailor.com/request_removal?candidate_id=ace6b3ff-6529-4673-886b-e553bf82eee0 )",
"Hej Dennis,

Vi tackar för din ansökan och ditt visade intresse för tjänsten Däckmontör till Länna. Vi har fått många kvalificerande ansökningar, liksom din, och det har därför varit ett tufft urval. Tjänsten är nu tillsatt och processen är därmed avslutad. 

Vi önskar dock behålla din profil och hoppas kunna matcha den mot andra roller hos oss framöver. Håll gärna ett vakande öga på vår hemsida för andra spännande roller. 

Stort lycka till i ditt fortsatta jobbsökande.
Hoppas att vi hörs snart igen!
 
Vänliga hälsningar,

-- 
Frida Eriksson, 076-009 65 02
Starfinder",
"Hej Dennis,

Vi är verkligen stolta över ditt intresse för oss på Camai och tiden du har lagt på att söka jobbet.

 Vi har gått igenom din ansökan för Citrix Specialist och måste tyvärr meddela att vi inte kan erbjuda dig den tjänsten just nu.

 Titta gärna in på vår karriärsida för fler lediga tjänster; vår karriärssajt eller för att connecta med oss på; Camai's Linkedinprofil

Vi önskar dig lycka till med framtida jobb 🌟

Med vänliga hälsningar, 
-- 
Maria Legerius

Talent Acquisition Specialist @ Camai",
"Hej Dennis! 

Vi uppskattar mycket ditt intresse för Apotea och den tid du har investerat för att ansöka om Strategisk Inköpare med erfarenhet av förhandling till Apotea.

Vi har granskat din ansökan och tyvärr kan vi inte erbjuda dig en tjänst just nu.

Vänligen fortsätt att kolla vår karriärs sida för tillgängliga möjligheter. Vi önskar dig lycka till i ditt jobbsökande.

Vänliga hälsningar

-- 

Apotea",
"Hej Dennis,

Vi tackar för din ansökan och ditt visade intresse för tjänsten Customer Manager till Europeiska Motor. Vi har fått många kvalificerande ansökningar, liksom din, och det har därför varit ett tufft urval. Dessvärre måste vi meddela dig att du inte gått vidare till nästa steg i just denna process. På grund av ett stort antal ansökningar har vi ingen möjlighet att ge personlig feedback, i denna process den här gången. 

Vi önskar dock behålla din profil och hoppas kunna matcha den mot andra roller hos oss framöver. Håll gärna ett vakande öga på vår hemsida för andra spännande roller. 

Stort lycka till i ditt fortsatta jobbsökande.
Hoppas att vi hörs snart igen!

Vänliga hälsningar,

-- 
Frida Eriksson, 076-009 65 02
Starfinder",
"Hej Dennis,
 
Tack för din ansökan till tjänsten Prisanalytiker till företag inom dagligvaruhandel. Vi är tacksamma för att du väljer att söka jobb via Bravura. Det har varit många kvalificerade sökande till den här tjänsten och vi har tyvärr valt att gå vidare med andra kandidater.
 
Stort tack för ditt engagemang och den tid du lagt ned på din ansökan. Du är varmt välkommen att fortsätta söka andra tjänster hos oss. Besök gärna vår hemsida www.bravura.se för att se alla lediga jobb som vi har just nu. Vi sparar även din ansökan och kan eventuellt komma att kontakta dig om matchande jobb dyker upp i framtiden. 
 
Vi vill tipsa dig om att hålla din profil hos oss uppdaterad. Där kan du även ställa in din bevakning av jobb så att du får löpande tips om relevanta tjänster direkt i din inkorg.
 
Har du ytterligare frågor är du välkommen att höra av dig till mig.
 
Med vänlig hälsning, 

www.bravura.se
 
Följ oss gärna på Instragram och LinkedIn!",
"Hej Dennis,
 
Tack för din ansökan till tjänsten Regional Sales Manager till GS Yuasa Battery Nordic. Vi är tacksamma för att du väljer att söka jobb via Bravura. Det har varit många kvalificerade sökande till den här tjänsten och vi har tyvärr valt att gå vidare med andra kandidater.
 
Stort tack för ditt engagemang och den tid du lagt ned på din ansökan. Du är varmt välkommen att fortsätta söka andra tjänster hos oss. Besök gärna vår hemsida www.bravura.se för att se alla lediga jobb som vi har just nu. Vi sparar även din ansökan och kan eventuellt komma att kontakta dig om matchande jobb dyker upp i framtiden. 
 
Vi vill tipsa dig om att hålla din profil hos oss uppdaterad. Där kan du även ställa in din bevakning av jobb så att du får löpande tips om relevanta tjänster direkt i din inkorg.
 
Har du ytterligare frågor är du välkommen att höra av dig till mig.
 
Med vänlig hälsning, 

www.bravura.se
 
Följ oss gärna på Instragram och LinkedIn!",
"Hej Dennis,

Vi tackar dig för din ansökan och att du visat intresse för att jobba hos oss. Vi vet att det tar både tid och energi att göra en ansökan och uppskattar den tiden du har lagt. 
 
Vi har haft många fler sökande än vad vi hade väntat oss, vilket gör att vi kunnat kalla färre på intervju än vi hade velat. Efter en genomgång av alla ansökningar, inklusive testresultat och CV, har vi valt att inte gå vidare med dig i processen. 
 
Vi har gjort vårt bästa för att göra en så bra och objektiv bedömning som möjligt, men är medvetna om hur svårt det är att bedöma personer. Vi är säkra på att flera vi ger avslag är fantastiskt duktiga psykologer, och vi vill uppmuntra dig att fortsätta söka jobb du är intresserad av och inte ta detta besked som något personligt. Vi alla som anställer har fått avslag på många jobb vi har sökt.  
 
Vi önskar dig lycka till med ditt fortsatta jobbsökande och tackar ännu en gång för ditt intresse för Nova Psykiatri. 

-- 
Emma Sparrentoft

emma@novapsykiatri.se
Nova Psykiatri",
"Hej Dennis!
 
Vi vill tacka för din ansökan: Handläggare Winback till Lendo. Vi måste tyvärr meddela att du inte har gått vidare i processen. Vi uppskattar tiden och engagemanget du har lagt ner och du får gärna fortsätta att hålla utkik på vår hemsida för andra intressanta tjänster som matchar din profil.
 
Tveka inte att höra av dig till mig eller någon av mina kollegor på Amendo om du har några frågor eller funderingar.
 
Med vänliga hälsningar,
 
 
 
Hi Dennis!
 
Thank you for your application for Handläggare Winback till Lendo. Unfortunately, we have to inform you that you did not proceed to the next stage in the process. We appreciate the time and effort you have invested, and please feel free to continue keeping an eye on our website for other interesting positions that match your profile.
 
Don't hesitate to reach out to me or any of my colleagues at Amendo if you have any questions or concerns.
 
Best regards, 

-- 
Helena Persson 
Amendo",
"Hej Dennis,

Vi tackar dig för din ansökan och att du visat intresse för att jobba hos oss. Vi vet att det tar både tid och energi att göra en ansökan och uppskattar den tiden du har lagt. 
 
Vi har haft många fler sökande än vad vi hade väntat oss, vilket gör att vi kunnat kalla färre på intervju än vi hade velat. Efter en genomgång av alla ansökningar, inklusive testresultat och CV, har vi valt att inte gå vidare med dig i processen. 
 
Vi har gjort vårt bästa för att göra en så bra och objektiv bedömning som möjligt, men är medvetna om hur svårt det är att bedöma personer. Vi är säkra på att flera vi ger avslag är fantastiskt duktiga psykologer, och vi vill uppmuntra dig att fortsätta söka jobb du är intresserad av och inte ta detta besked som något personligt. Vi alla som anställer har fått avslag på många jobb vi har sökt.  
 
Vi önskar dig lycka till med ditt fortsatta jobbsökande och tackar ännu en gång för ditt intresse för Nova Psykiatri. 

-- 
Emma Sparrentoft

emma@novapsykiatri.se
Nova Psykiatri",
"Hej Dennis,

Tack återigen för din ansökan och ditt intresse för Nytida.Vi har valt att gå vidare med andra kandidater den här gången. Du är varmt välkommen att hålla utkik på våra lediga tjänster på Nytida.se. 
Allt gott! 

-- 
Amanda Malin Eufrosy Österberg
Nytida",
"Hej Dennis, 

Och tack för ditt intresse för rollen som Account Executive till Nrlyze och den tid och engagemang du har lagt ned. 

Det har varit stort intresse för rollen och vi har haft ett löpande urval. 

Jag vill informera om att vi har gått vidare med andra kandidater som passar profilen bättre för just den här tjänsten.

Däremot hoppas jag att vi kan hitta rätt matchning för dig framåt och ser fram emot att höras mer framöver!

Med vänlig hälsning/Kind Regards, 

Ellen Karlsson

Recruitment Consultant

astaagency.se

Rehnsgatan 17, 113 57 Stockholm",
"Tack för din ansökan och ditt intresse för rollen som Timvikarier/sommarvikarier till vår hemtjänst i Nynäshamn hos oss. Tyvärr har vi valt att gå vidare med andra sökande som bättre matchar våra behov för tillfället. Vi uppskattar din tid och önskar dig lycka till i din fortsatta karriär. Vänliga hälsningar,

-- 
Catrin Lenander
Assistansporten",
"Hej Dennis,

Vi vill återigen tacka för din ansökan till tjänsten Säljande försäkringsförmedlare till Lendo och den tid och det engagemang som du har lagt ned i processen. Vi vill med detta mail låta meddela att vi denna gång har valt att gå vidare med andra kandidater. Du har dock en mycket intressant profil och din bakgrund och dina erfarenheter matchar den typen av uppdrag som vi löpande arbetar med. Vi kan därför komma att ta kontakt med dig på nytt för att höra om du är intresserad av någon av våra andra tjänster och hoppas att du vill hålla kontakten med oss.

Du är såklart också varmt välkommen att på egen hand hålla utkik på vår hemsida för intressanta tjänster och hör gärna av dig om du ser något av intresse!

Vi önskar dig allt gott och på återhörande!

Med vänliga hälsningar,

 

 Hi Dennis,

Thank you again for your application for Säljande försäkringsförmedlare till Lendo and the time and commitment that you have invested in the process. We can now inform you that we, after careful consideration, have proceeded with other applicants on this occasion. Your profile is however very relevant, and we hope to maintain contact with you and keep you informed of other potential roles you may find interesting. We would also like to encourage you to continue keeping an eye on our website for other interesting positions that match your profile.

Wishing you all the best and looking forward to being in contact with you again soon.

Kind regards,

-- 
Helena Persson 
Amendo",
"Hej Dennis,

Vi vill återigen tacka för din ansökan till tjänsten Säljande Handläggare Retain till Lendo och den tid och det engagemang som du har lagt ned i processen. Vi vill med detta mail låta meddela att vi denna gång har valt att gå vidare med andra kandidater. Du har dock en mycket intressant profil och din bakgrund och dina erfarenheter matchar den typen av uppdrag som vi löpande arbetar med. Vi kan därför komma att ta kontakt med dig på nytt för att höra om du är intresserad av någon av våra andra tjänster och hoppas att du vill hålla kontakten med oss.

Du är såklart också varmt välkommen att på egen hand hålla utkik på vår hemsida för intressanta tjänster och hör gärna av dig om du ser något av intresse!

Vi önskar dig allt gott och på återhörande!

Med vänliga hälsningar,

 

 Hi Dennis,

Thank you again for your application for Säljande Handläggare Retain till Lendo and the time and commitment that you have invested in the process. We can now inform you that we, after careful consideration, have proceeded with other applicants on this occasion. Your profile is however very relevant, and we hope to maintain contact with you and keep you informed of other potential roles you may find interesting. We would also like to encourage you to continue keeping an eye on our website for other interesting positions that match your profile.

Wishing you all the best and looking forward to being in contact with you again soon.

Kind regards,

-- 
Helena Persson 
Amendo",
"Hej Dennis

Vi vill börja med att tacka dig för visat intresse för tjänsten som Servicetekniker till TRINT Mobility Services-team.

Vi har fått in många ansökningar till tjänsten och har nu börjat gå igenom urvalet av ansökningar och tyvärr  måste vi meddela att vi valt att gå vidare med andra kandidater, som matchar önskade erfarenheter och profilen för tjänsten bättre.

Din ansökan/CV finns registrerat i vårt system och vi kommer kontinuerligt att utvärdera dig som kandidat till nya uppdrag vi får in och då tar vi förnyad kontakt med dig för ytterligare dialog.

Även om du inte gick vidare i den här processen vill vi tacka dig för tiden du lagt ner på att söka tjänsten hos oss. Håll gärna din profil uppdaterad på vår hemsida, och om du ser andra intressanta tjänster är du välkommen att kontakta oss igen. Du kan söka andra tjänster utan att registrera dig på nytt.

 Har du några frågor eller funderingar är du varmt välkommen att kontakta oss.

 

Vänliga hälsningar,

-- 
Charlotte Hoffström
EdZa Group",
"( https://apotea.teamtailor.com )

Hjälp oss att bli bättre

Vi strävar alltid efter att förbättra vår upplevelse för kandidater. Eftersom du sökte jobbet “Strategisk Inköpare med erfarenhet av förhandling till Apotea” har vi en fråga till dig.

Hur sannolikt är det att du skulle rekommendera en vän eller kollega att söka ett jobb hos Apotea?

Välj betyg:

0 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=0 ) 1 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=1 ) 2 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=2 ) 3 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=3 ) 4 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=4 ) 5 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=5 ) 6 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=6 ) 7 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=7 ) 8 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=8 ) 9 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=9 ) 10 ( https://apotea.teamtailor.com/nps/321b7684-2fdf-49ab-a7b9-3443932b516e?score=10 )

Apotea behandlar dina uppgifter (bland annat ditt namn och dina svar) för att bättre förstå dina behov och för att förbättra din kandidatupplevelse hos oss. Läs vår Teamtailor — Learn more ( https://www.teamtailor.com/?utm_content=email-footer&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

( https://www.teamtailor.com/?utm_content=email-logo&utm_source=nps&utm_medium=email&utm_campaign=poweredby )

LinkedIn ( https://www.linkedin.com/company/teamtailor/ ) |
Facebook ( https://www.facebook.com/Teamtailor )

Integritetspolicy ( https://apotea.teamtailor.com/privacy-policy )
|
Ta bort mina uppgifter ( https://apotea.teamtailor.com/request_removal?candidate_id=abc18f33-1d8a-4bac-8fd1-928555a4d2f3 )",
"Hej Dennis, 

Och tack för ditt intresse för rollen som Administratör inom ekonomi och backoffice med start omgående och den tid och engagemang du har lagt ned. 

Det har varit stort intresse för rollen och vi har haft ett löpande urval. Tjänsten är nu tillsatt med en kandidat som uppfyller kompetenskrav och personliga egenskaper. 

Däremot hoppas jag att vi kan hitta rätt matchning för dig framåt och ser fram emot att höras mer framöver!

Med vänlig hälsning/Kind Regards, 

Ellen Karlsson

Recruitment Consultant

astaagency.se

Rehnsgatan 17, 113 57 Stockholm",
"Hej Dennis,

Vi tycker att det är jättekul att du är intresserad av oss som arbetsplats. Vi har haft många kvalificerade sökanden till den här tjänsten och den här gången har vi bestämt oss för att gå vidare med andra sökande.

Vi värdesätter att du visat intresse för att jobba hos oss på Svenska Spel och vill tacka dig för att du tog dig tid att söka.

Håll gärna utkik på vår karriärsida efter andra intressanta tjänster!

Med vänliga hälsningar,

August Linefjell
Talent Acquisition Partner
AB Svenska Spel

august.linefjell@svenskaspel.se
Växel: 010-120 00 00
svenskaspel.se",
"Hej Dennis,
 
Tack för din ansökan till tjänsten IT-support / 1stline agent till Unionen. Vi är tacksamma för att du väljer att söka jobb via Bravura. Det har varit många kvalificerade sökande till den här tjänsten och vi har tyvärr valt att gå vidare med andra kandidater.
 
Stort tack för ditt engagemang och den tid du lagt ned på din ansökan. Du är varmt välkommen att fortsätta söka andra tjänster hos oss. Besök gärna vår hemsida www.bravura.se för att se alla lediga jobb som vi har just nu. Vi sparar även din ansökan och kan eventuellt komma att kontakta dig om matchande jobb dyker upp i framtiden. 
 
Vi vill tipsa dig om att hålla din profil hos oss uppdaterad. Där kan du även ställa in din bevakning av jobb så att du får löpande tips om relevanta tjänster direkt i din inkorg.
 
Har du ytterligare frågor är du välkommen att höra av dig till mig.
 
Med vänlig hälsning, 

www.bravura.se
 
Följ oss gärna på Instragram och LinkedIn!",
"https://etjanster.polisen.se/login/request?tid=eregisterutdrag-utdrag&amp;entityId

gå in här och beställ ett utdrag, tack. Du får det inom kort via KIVRA sen.",
"Hi Dennis,

Thank you again for applying for the Client Technical Support B2B, Stockholm role. We have filled the role and are closing down the process. 

We understand that this isn’t what you hoped for, but it doesn’t have to be the end of your journey with Funnel. Please connect via our career page to get updates on future job openings that might be a better fit.

We would like to thank you for the time you've invested in this recruitment process. Take care, and all the best in your job search.

Best regards

Jean-Pierre Shammass
Talent Partner",
"Hej, 
Vi vill tippsa om att ICA sm Ektorp söker en Färskvaruansvarig!

Läs mer och sök här: https://karriar.personalica.se/jobs/5061443-ica-supermarket-ektorp-soker-farskvaruansvarig

Med vänliga hälsningar
Emma Fredriksson

Rekryterare
Bemannica AB
Webb www.bemannica.se

Bemannica är ett auktoriserat bemannings- och rekryteringsföretag som erbjuder bemanning och rekrytering till ICA-butiker i hela Sverige. ICA-kompetens till ICA-butiker. Bemannica startade 2010 och har över 300 medarbetare.",
,
"Hej Dennis!

Tack för din ansökan. Jag ser inte var du jobbar idag eller vilken erfarenhet du har som sjuksköterska. Vill du komplettera med detta?

Mvh Emma Gembäck Enhetschef",
"Vi uppskattar verkligen ditt intresse för oss på Golfbaren och tiden du har lagt på att söka jobb hos oss.
Vi har gått igenom din ansökan, och vi måste tyvärr meddela att vi inte kan erbjuda dig någon tjänst just nu.
Titta gärna in på vår karriärsida i framtiden för fler lediga tjänster. Vi önskar dig lycka till med framtida jobb.

Vänliga hälsningar

-- 
Andreas Sollman
Driftchef - Kommunikation på Golfbaren",
